Date,Product_ID,Region,Units_Sold,Unit_Price,Revenue,Promotion_Spend,Fuel_Cost_Index,Customer_Sentiment,Is_Holiday_Season
2023-08-28,Product_C,East,631,18.89,11919.59,3810.73,94.55,58.97,0
2023-08-28,Product_C,West,578,18.99,10976.22,3428.54,94.55,58.97,0
2023-08-28,Product_D,North,357,35.23,12577.11,3796.55,94.55,58.97,0
2023-08-28,Product_D,South,339,34.53,11705.67,3311.02,94.55,58.97,0
2023-08-28,Product_D,East,383,36.04,13803.32,2739.34,94.55,58.97,0
2023-08-28,Product_D,West,353,34.9,12319.7,2657.94,94.55,58.97,0
2023-08-28,Product_E,North,329,42.89,14110.81,3175.65,94.55,58.97,0
2023-08-28,Product_E,South,313,42.68,13358.84,3247.01,94.55,58.97,0
2023-08-28,Product_E,East,326,41.32,13470.32,3385.9,94.55,58.97,0
2023-08-28,Product_E,West,280,41.88,11726.4,2884.22,94.55,58.97,0
2023-08-28,Product_F,North,661,16.16,10681.76,3152.44,94.55,58.97,0
2023-08-28,Product_F,South,635,15.67,9950.45,3702.64,94.55,58.97,0
2023-08-28,Product_F,East,753,15.61,11754.33,3797.0,94.55,58.97,0
2023-08-28,Product_F,West,571,16.23,9267.33,3343.9,94.55,58.97,0
2023-08-28,Product_G,North,570,22.08,12585.6,3934.24,94.55,58.97,0
2023-08-28,Product_G,South,506,21.5,10879.0,2437.87,94.55,58.97,0
2023-08-28,Product_G,East,598,22.49,13449.02,2693.12,94.55,58.97,0
2023-08-28,Product_G,West,546,22.62,12350.52,4559.37,94.55,58.97,0
2023-08-28,Product_H,North,259,47.17,12217.03,2823.44,94.55,58.97,0
2023-08-28,Product_H,South,254,47.21,11991.34,3005.78,94.55,58.97,0
2023-08-28,Product_H,East,268,48.76,13067.68,4852.25,94.55,58.97,0
2023-08-28,Product_H,West,246,48.88,12024.48,4593.41,94.55,58.97,0
2023-08-28,Product_I,North,802,14.1,11308.2,4872.67,94.55,58.97,0
2023-08-28,Product_I,South,699,13.6,9506.4,1484.4,94.55,58.97,0
2023-08-28,Product_I,East,749,13.73,10283.77,5027.48,94.55,58.97,0
2023-08-28,Product_I,West,695,13.84,9618.8,2770.46,94.55,58.97,0
2023-08-28,Product_J,North,458,31.12,14252.96,3446.72,94.55,58.97,0
2023-08-28,Product_J,South,403,30.33,12222.99,3584.16,94.55,58.97,0
2023-08-28,Product_J,East,464,30.47,14138.08,3349.55,94.55,58.97,0
2023-08-28,Product_J,West,386,30.7,11850.2,3333.25,94.55,58.97,0
2023-08-28,Product_K,North,514,27.11,13934.54,2514.41,94.55,58.97,0
2023-08-28,Product_K,South,446,26.28,11720.88,4548.85,94.55,58.97,0
2023-08-28,Product_K,East,541,26.63,14406.83,4185.95,94.55,58.97,0
2023-08-28,Product_K,West,482,26.98,13004.36,4542.96,94.55,58.97,0
2023-08-28,Product_L,North,608,20.51,12470.08,2828.2,94.55,58.97,0
2023-08-28,Product_L,South,558,20.73,11567.34,3756.05,94.55,58.97,0
2023-08-28,Product_L,East,624,20.43,12748.32,3048.56,94.55,58.97,0
2023-08-28,Product_L,West,519,21.13,10966.47,2563.86,94.55,58.97,0
2023-09-28,Product_A,North,457,23.75,10853.75,3617.94,94.03,62.47,0
2023-09-28,Product_A,South,419,24.36,10206.84,3974.58,94.03,62.47,0
2023-09-28,Product_A,East,522,24.0,12528.0,3896.23,94.03,62.47,0
2023-09-28,Product_A,West,478,24.44,11682.32,4286.11,94.03,62.47,0
2023-09-28,Product_B,North,405,27.19,11011.95,5109.95,94.03,62.47,0
2023-09-28,Product_B,South,458,28.61,13103.38,4283.39,94.03,62.47,0
2023-09-28,Product_B,East,460,27.86,12815.6,2455.83,94.03,62.47,0
2023-09-28,Product_B,West,365,27.2,9928.0,2961.68,94.03,62.47,0
2023-09-28,Product_C,North,567,19.38,10988.46,2767.53,94.03,62.47,0
2023-09-28,Product_C,South,601,18.53,11136.53,4942.75,94.03,62.47,0
2023-09-28,Product_C,East,599,19.03,11398.97,3875.95,94.03,62.47,0
2023-09-28,Product_C,West,502,18.78,9427.56,2942.93,94.03,62.47,0
2023-09-28,Product_D,North,333,35.02,11661.66,3068.04,94.03,62.47,0
2023-09-28,Product_D,South,323,35.02,11311.46,4185.29,94.03,62.47,0
2023-09-28,Product_D,East,395,35.67,14089.65,4192.87,94.03,62.47,0
2023-09-28,Product_D,West,349,34.45,12023.05,3034.98,94.03,62.47,0
2023-09-28,Product_E,North,303,42.66,12925.98,3861.39,94.03,62.47,0
2023-09-28,Product_E,South,295,41.19,12151.05,3974.74,94.03,62.47,0
2023-09-28,Product_E,East,323,42.65,13775.95,3650.32,94.03,62.47,0
2023-09-28,Product_E,West,264,43.07,11370.48,2460.12,94.03,62.47,0
2023-09-28,Product_F,North,628,16.35,10267.8,2325.22,94.03,62.47,0
2023-09-28,Product_F,South,611,15.66,9568.26,2996.07,94.03,62.47,0
2023-09-28,Product_F,East,636,15.78,10036.08,4384.33,94.03,62.47,0
2023-09-28,Product_F,West,530,16.01,8485.3,3904.56,94.03,62.47,0
2023-09-28,Product_G,North,467,22.44,10479.48,3134.32,94.03,62.47,0
2023-09-28,Product_G,South,461,22.48,10363.28,4416.74,94.03,62.47,0
2023-09-28,Product_G,East,545,21.95,11962.75,4263.97,94.03,62.47,0
2023-09-28,Product_G,West,472,22.39,10568.08,2518.83,94.03,62.47,0
2023-09-28,Product_H,North,258,48.44,12497.52,4280.6,94.03,62.47,0
2023-09-28,Product_H,South,219,47.93,10496.67,2901.36,94.03,62.47,0
2023-09-28,Product_H,East,230,49.15,11304.5,3687.66,94.03,62.47,0
2023-09-28,Product_H,West,215,48.62,10453.3,3761.25,94.03,62.47,0
2023-09-28,Product_I,North,641,13.95,8941.95,2946.28,94.03,62.47,0
2023-09-28,Product_I,South,647,14.02,9070.94,3484.17,94.03,62.47,0
2023-09-28,Product_I,East,684,13.92,9521.28,3971.61,94.03,62.47,0
2023-09-28,Product_I,West,616,14.08,8673.28,4230.36,94.03,62.47,0
2023-09-28,Product_J,North,364,30.25,11011.0,3817.02,94.03,62.47,0
2023-09-28,Product_J,South,385,30.6,11781.0,2239.93,94.03,62.47,0
2023-09-28,Product_J,East,443,31.69,14038.67,3283.83,94.03,62.47,0
2023-09-28,Product_J,West,344,31.15,10715.6,2202.06,94.03,62.47,0
2023-09-28,Product_K,North,509,27.32,13905.88,4026.53,94.03,62.47,0
2023-09-28,Product_K,South,438,27.15,11891.7,4148.22,94.03,62.47,0
2023-09-28,Product_K,East,473,27.47,12993.31,4216.65,94.03,62.47,0
2023-09-28,Product_K,West,449,27.28,12248.72,3205.8,94.03,62.47,0
2023-09-28,Product_L,North,571,21.03,12008.13,4201.96,94.03,62.47,0
2023-09-28,Product_L,South,524,20.9,10951.6,2203.12,94.03,62.47,0
2023-09-28,Product_L,East,523,20.64,10794.72,2948.02,94.03,62.47,0
2023-09-28,Product_L,West,552,20.98,11580.96,4151.84,94.03,62.47,0
2023-10-28,Product_A,North,510,23.41,11939.1,6736.06,98.91,62.83,1
2023-10-28,Product_A,South,560,23.57,13199.2,6009.17,98.91,62.83,1
2023-10-28,Product_A,East,598,22.53,13472.94,5992.77,98.91,62.83,1
2023-10-28,Product_A,West,486,22.57,10969.02,5391.63,98.91,62.83,1
2023-10-28,Product_B,North,524,26.34,13802.16,5955.98,98.91,62.83,1
2023-10-28,Product_B,South,451,26.74,12059.74,3851.99,98.91,62.83,1
2023-10-28,Product_B,East,498,26.53,13211.94,4904.15,98.91,62.83,1
2023-10-28,Product_B,West,466,26.8,12488.8,4606.87,98.91,62.83,1
2023-10-28,Product_C,North,662,18.21,12055.02,4443.1,98.91,62.83,1
2023-10-28,Product_C,South,646,18.1,11692.6,5035.74,98.91,62.83,1
2023-10-28,Product_C,East,681,18.0,12258.0,7654.97,98.91,62.83,1
2023-10-28,Product_C,West,560,18.27,10231.2,4353.1,98.91,62.83,1
2023-10-28,Product_D,North,441,32.87,14495.67,6821.27,98.91,62.83,1
2023-10-28,Product_D,South,366,33.88,12400.08,4851.14,98.91,62.83,1
2023-10-28,Product_D,East,392,34.3,13445.6,6004.82,98.91,62.83,1
2023-10-28,Product_D,West,393,33.17,13035.81,4386.2,98.91,62.83,1
2023-10-28,Product_E,North,359,39.47,14169.73,5259.14,98.91,62.83,1
2023-10-28,Product_E,South,310,41.4,12834.0,4484.08,98.91,62.83,1
2023-10-28,Product_E,East,335,39.17,13121.95,5372.31,98.91,62.83,1
2023-10-28,Product_E,West,283,40.32,11410.56,6170.63,98.91,62.83,1
2023-10-28,Product_F,North,690,14.93,10301.7,5459.2,98.91,62.83,1
2023-10-28,Product_F,South,774,15.67,12128.58,8092.95,98.91,62.83,1
2023-10-28,Product_F,East,668,15.16,10126.88,4263.1,98.91,62.83,1
2023-10-28,Product_F,West,676,15.54,10505.04,3911.14,98.91,62.83,1
2023-10-28,Product_G,North,584,20.49,11966.16,6105.27,98.91,62.83,1
2023-10-28,Product_G,South,520,20.81,10821.2,6277.54,98.91,62.83,1
2023-10-28,Product_G,East,637,21.16,13478.92,5777.77,98.91,62.83,1
2023-10-28,Product_G,West,484,20.85,10091.4,4222.52,98.91,62.83,1
2023-10-28,Product_H,North,265,46.89,12425.85,5111.07,98.91,62.83,1
2023-10-28,Product_H,South,258,45.0,11610.0,5467.12,98.91,62.83,1
2023-10-28,Product_H,East,257,46.12,11852.84,6203.83,98.91,62.83,1
2023-10-28,Product_H,West,233,45.09,10505.97,4519.15,98.91,62.83,1
2023-10-28,Product_I,North,712,13.37,9519.44,4077.68,98.91,62.83,1
2023-10-28,Product_I,South,768,13.11,10068.48,5734.7,98.91,62.83,1
2023-10-28,Product_I,East,806,13.45,10840.7,5532.67,98.91,62.83,1
2023-10-28,Product_I,West,775,13.48,10447.0,5146.57,98.91,62.83,1
2023-10-28,Product_J,North,451,30.62,13809.62,4416.59,98.91,62.83,1
2023-10-28,Product_J,South,412,28.9,11906.8,5844.34,98.91,62.83,1
2023-10-28,Product_J,East,486,29.99,14575.14,5398.36,98.91,62.83,1
2023-10-28,Product_J,West,427,30.18,12886.86,4396.5,98.91,62.83,1
2023-10-28,Product_K,North,521,26.41,13759.61,5065.68,98.91,62.83,1
2023-10-28,Product_K,South,467,26.35,12305.45,5435.42,98.91,62.83,1
2023-10-28,Product_K,East,539,26.4,14229.6,3846.44,98.91,62.83,1
2023-10-28,Product_K,West,438,26.35,11541.3,5505.93,98.91,62.83,1
2023-10-28,Product_L,North,548,19.8,10850.4,4476.23,98.91,62.83,1
2023-10-28,Product_L,South,535,20.68,11063.8,5397.12,98.91,62.83,1
2023-10-28,Product_L,East,609,19.86,12094.74,2506.32,98.91,62.83,1
2023-10-28,Product_L,West,589,19.79,11656.31,4938.82,98.91,62.83,1
2023-11-28,Product_A,North,516,22.86,11795.76,5737.61,103.43,65.35,1
2023-11-28,Product_A,South,566,23.38,13233.08,4596.33,103.43,65.35,1
2023-11-28,Product_A,East,637,23.03,14670.11,5901.89,103.43,65.35,1
2023-11-28,Product_A,West,504,23.63,11909.52,4652.99,103.43,65.35,1
2023-11-28,Product_B,North,507,26.2,13283.4,3594.25,103.43,65.35,1
2023-11-28,Product_B,South,488,27.4,13371.2,5004.57,103.43,65.35,1
2023-11-28,Product_B,East,469,27.14,12728.66,4439.87,103.43,65.35,1
2023-11-28,Product_B,West,441,27.05,11929.05,4976.7,103.43,65.35,1
2023-11-28,Product_C,North,615,17.74,10910.1,3968.74,103.43,65.35,1
2023-11-28,Product_C,South,677,18.08,12240.16,5816.52,103.43,65.35,1
2023-11-28,Product_C,East,748,18.73,14010.04,5921.04,103.43,65.35,1
2023-11-28,Product_C,West,547,18.39,10059.33,5191.62,103.43,65.35,1
2023-11-28,Product_D,North,421,34.51,14528.71,4143.29,103.43,65.35,1
2023-11-28,Product_D,South,378,33.82,12783.96,6424.56,103.43,65.35,1
2023-11-28,Product_D,East,394,34.16,13459.04,5246.82,103.43,65.35,1
2023-11-28,Product_D,West,370,33.36,12343.2,4965.08,103.43,65.35,1
2023-11-28,Product_E,North,345,41.41,14286.45,4081.04,103.43,65.35,1
2023-11-28,Product_E,South,316,40.96,12943.36,4696.93,103.43,65.35,1
2023-11-28,Product_E,East,340,40.68,13831.2,4211.96,103.43,65.35,1
2023-11-28,Product_E,West,295,39.38,11617.1,4704.97,103.43,65.35,1
2023-11-28,Product_F,North,705,15.42,10871.1,5104.88,103.43,65.35,1
2023-11-28,Product_F,South,649,15.14,9825.86,4146.08,103.43,65.35,1
2023-11-28,Product_F,East,682,15.74,10734.68,2353.66,103.43,65.35,1
2023-11-28,Product_F,West,677,15.01,10161.77,6199.1,103.43,65.35,1
2023-11-28,Product_G,North,650,21.05,13682.5,5794.34,103.43,65.35,1
2023-11-28,Product_G,South,517,21.35,11037.95,4411.78,103.43,65.35,1
2023-11-28,Product_G,East,605,20.57,12444.85,5646.07,103.43,65.35,1
2023-11-28,Product_G,West,547,21.62,11826.14,4548.23,103.43,65.35,1
2023-11-28,Product_H,North,305,46.46,14170.3,6044.27,103.43,65.35,1
2023-11-28,Product_H,South,275,46.1,12677.5,4058.64,103.43,65.35,1
2023-11-28,Product_H,East,269,46.88,12610.72,5635.94,103.43,65.35,1
2023-11-28,Product_H,West,232,46.23,10725.36,5616.46,103.43,65.35,1
2023-11-28,Product_I,North,779,13.53,10539.87,4096.45,103.43,65.35,1
2023-11-28,Product_I,South,708,13.29,9409.32,6391.39,103.43,65.35,1
2023-11-28,Product_I,East,843,13.66,11515.38,6633.76,103.43,65.35,1
2023-11-28,Product_I,West,772,13.1,10113.2,5196.35,103.43,65.35,1
2023-11-28,Product_J,North,463,30.08,13927.04,6471.21,103.43,65.35,1
2023-11-28,Product_J,South,424,30.43,12902.32,4977.15,103.43,65.35,1
2023-11-28,Product_J,East,447,30.59,13673.73,5443.08,103.43,65.35,1
2023-11-28,Product_J,West,406,30.49,12378.94,3937.04,103.43,65.35,1
2023-11-28,Product_K,North,499,25.4,12674.6,5635.62,103.43,65.35,1
2023-11-28,Product_K,South,494,26.25,12967.5,5358.11,103.43,65.35,1
2023-11-28,Product_K,East,583,26.46,15426.18,3985.43,103.43,65.35,1
2023-11-28,Product_K,West,480,26.13,12542.4,6962.71,103.43,65.35,1
2023-11-28,Product_L,North,598,20.2,12079.6,4758.11,103.43,65.35,1
2023-11-28,Product_L,South,601,19.76,11875.76,5053.83,103.43,65.35,1
2023-11-28,Product_L,East,678,20.43,13851.54,5686.19,103.43,65.35,1
2023-11-28,Product_L,West,588,20.57,12095.16,5013.16,103.43,65.35,1
2023-12-28,Product_A,North,611,23.15,14144.65,5470.19,107.18,61.95,1
2023-12-28,Product_A,South,586,23.41,13718.26,5248.69,107.18,61.95,1
2023-12-28,Product_A,East,602,23.22,13978.44,4087.71,107.18,61.95,1
2023-12-28,Product_A,West,528,23.67,12497.76,5842.93,107.18,61.95,1
2023-12-28,Product_B,North,538,26.55,14283.9,3582.76,107.18,61.95,1
2023-12-28,Product_B,South,471,26.17,12326.07,5373.97,107.18,61.95,1
2023-12-28,Product_B,East,514,27.05,13903.7,4237.99,107.18,61.95,1
2023-12-28,Product_B,West,477,27.23,12988.71,5583.65,107.18,61.95,1
2023-12-28,Product_C,North,757,17.84,13504.88,5022.86,107.18,61.95,1
2023-12-28,Product_C,South,628,18.31,11498.68,3421.59,107.18,61.95,1
2023-12-28,Product_C,East,682,17.96,12248.72,4775.53,107.18,61.95,1
2023-12-28,Product_C,West,598,18.01,10769.98,6115.2,107.18,61.95,1
2023-12-28,Product_D,North,414,34.34,14216.76,4271.16,107.18,61.95,1
2023-12-28,Product_D,South,403,33.25,13399.75,6027.74,107.18,61.95,1
2023-12-28,Product_D,East,479,33.6,16094.4,4511.6,107.18,61.95,1
2023-12-28,Product_D,West,407,33.6,13675.2,4834.47,107.18,61.95,1
2023-12-28,Product_E,North,396,40.33,15970.68,5129.92,107.18,61.95,1
2023-12-28,Product_E,South,384,39.63,15217.92,5381.87,107.18,61.95,1
2023-12-28,Product_E,East,377,41.24,15547.48,5025.39,107.18,61.95,1
2023-12-28,Product_E,West,347,40.25,13966.75,5431.36,107.18,61.95,1
2023-12-28,Product_F,North,739,15.71,11609.69,3501.71,107.18,61.95,1
2023-12-28,Product_F,South,771,15.6,12027.6,4801.4,107.18,61.95,1
2023-12-28,Product_F,East,806,15.08,12154.48,4593.83,107.18,61.95,1
2023-12-28,Product_F,West,729,14.97,10913.13,5879.46,107.18,61.95,1
2023-12-28,Product_G,North,592,21.74,12870.08,3670.21,107.18,61.95,1
2023-12-28,Product_G,South,634,20.64,13085.76,5159.09,107.18,61.95,1
2023-12-28,Product_G,East,712,20.92,14895.04,6089.63,107.18,61.95,1
2023-12-28,Product_G,West,637,21.44,13657.28,5059.57,107.18,61.95,1
2023-12-28,Product_H,North,298,44.82,13356.36,5537.82,107.18,61.95,1
2023-12-28,Product_H,South,268,45.62,12226.16,6219.12,107.18,61.95,1
2023-12-28,Product_H,East,308,46.12,14204.96,4218.91,107.18,61.95,1
2023-12-28,Product_H,West,264,46.39,12246.96,5363.33,107.18,61.95,1
2023-12-28,Product_I,North,905,13.28,12018.4,6636.92,107.18,61.95,1
2023-12-28,Product_I,South,815,13.7,11165.5,7544.91,107.18,61.95,1
2023-12-28,Product_I,East,819,13.69,11212.11,3815.46,107.18,61.95,1
2023-12-28,Product_I,West,751,13.58,10198.58,4914.73,107.18,61.95,1
2023-12-28,Product_J,North,529,30.16,15954.64,6382.02,107.18,61.95,1
2023-12-28,Product_J,South,486,28.91,14050.26,5049.91,107.18,61.95,1
2023-12-28,Product_J,East,514,30.25,15548.5,2878.38,107.18,61.95,1
2023-12-28,Product_J,West,461,30.16,13903.76,5573.84,107.18,61.95,1
2023-12-28,Product_K,North,578,26.11,15091.58,4723.74,107.18,61.95,1
2023-12-28,Product_K,South,581,25.37,14739.97,4924.27,107.18,61.95,1
2023-12-28,Product_K,East,643,25.31,16274.33,5103.88,107.18,61.95,1
2023-12-28,Product_K,West,472,25.63,12097.36,4993.29,107.18,61.95,1
2023-12-28,Product_L,North,669,20.49,13707.81,6000.13,107.18,61.95,1
2023-12-28,Product_L,South,713,20.61,14694.93,6322.37,107.18,61.95,1
2023-12-28,Product_L,East,647,19.81,12817.07,5171.32,107.18,61.95,1
2023-12-28,Product_L,West,593,20.36,12073.48,4878.52,107.18,61.95,1
2024-01-28,Product_A,North,593,24.74,14670.82,4421.23,108.1,53.88,0
2024-01-28,Product_A,South,629,25.29,15907.41,5258.09,108.1,53.88,0
2024-01-28,Product_A,East,629,24.5,15410.5,2640.33,108.1,53.88,0
2024-01-28,Product_A,West,516,25.05,12925.8,2415.71,108.1,53.88,0
2024-01-28,Product_B,North,525,28.75,15093.75,3880.23,108.1,53.88,0
2024-01-28,Product_B,South,514,29.48,15152.72,5887.76,108.1,53.88,0
2024-01-28,Product_B,East,610,29.64,18080.4,3159.16,108.1,53.88,0
2024-01-28,Product_B,West,485,28.46,13803.1,4260.73,108.1,53.88,0
2024-01-28,Product_C,North,768,20.14,15467.52,3108.7,108.1,53.88,0
2024-01-28,Product_C,South,729,20.12,14667.48,2712.28,108.1,53.88,0
2024-01-28,Product_C,East,762,19.58,14919.96,3313.62,108.1,53.88,0
2024-01-28,Product_C,West,651,19.47,12674.97,4217.43,108.1,53.88,0
2024-01-28,Product_D,North,450,37.35,16807.5,2900.5,108.1,53.88,0
2024-01-28,Product_D,South,451,35.61,16060.11,3579.26,108.1,53.88,0
2024-01-28,Product_D,East,437,36.77,16068.49,2605.77,108.1,53.88,0
2024-01-28,Product_D,West,412,36.7,15120.4,2704.85,108.1,53.88,0
2024-01-28,Product_E,North,393,42.63,16753.59,4379.34,108.1,53.88,0
2024-01-28,Product_E,South,377,42.38,15977.26,3801.01,108.1,53.88,0
2024-01-28,Product_E,East,364,44.82,16314.48,1532.18,108.1,53.88,0
2024-01-28,Product_E,West,363,43.62,15834.06,2855.8,108.1,53.88,0
2024-01-28,Product_F,North,769,16.79,12911.51,4224.39,108.1,53.88,0
2024-01-28,Product_F,South,851,16.23,13811.73,5703.78,108.1,53.88,0
2024-01-28,Product_F,East,838,17.08,14313.04,2504.68,108.1,53.88,0
2024-01-28,Product_F,West,778,16.32,12696.96,2999.67,108.1,53.88,0
2024-01-28,Product_G,North,708,23.56,16680.48,3913.32,108.1,53.88,0
2024-01-28,Product_G,South,605,22.87,13836.35,3122.7,108.1,53.88,0
2024-01-28,Product_G,East,760,23.4,17784.0,5622.62,108.1,53.88,0
2024-01-28,Product_G,West,529,22.97,12151.13,2606.82,108.1,53.88,0
2024-01-28,Product_H,North,299,51.38,15362.62,5507.0,108.1,53.88,0
2024-01-28,Product_H,South,300,49.9,14970.0,5103.79,108.1,53.88,0
2024-01-28,Product_H,East,320,49.0,15680.0,5127.11,108.1,53.88,0
2024-01-28,Product_H,West,253,48.91,12374.23,2838.7,108.1,53.88,0
2024-01-28,Product_I,North,792,14.77,11697.84,2828.87,108.1,53.88,0
2024-01-28,Product_I,South,873,14.62,12763.26,3677.2,108.1,53.88,0
2024-01-28,Product_I,East,953,14.91,14209.23,3525.58,108.1,53.88,0
2024-01-28,Product_I,West,832,14.57,12122.24,2941.47,108.1,53.88,0
2024-01-28,Product_J,North,476,31.54,15013.04,4644.85,108.1,53.88,0
2024-01-28,Product_J,South,467,31.75,14827.25,4194.05,108.1,53.88,0
2024-01-28,Product_J,East,543,33.12,17984.16,3455.34,108.1,53.88,0
2024-01-28,Product_J,West,446,32.67,14570.82,4158.08,108.1,53.88,0
2024-01-28,Product_K,North,615,27.34,16814.1,4807.29,108.1,53.88,0
2024-01-28,Product_K,South,514,27.75,14263.5,3594.09,108.1,53.88,0
2024-01-28,Product_K,East,638,28.42,18131.96,2618.82,108.1,53.88,0
2024-01-28,Product_K,West,519,27.44,14241.36,4095.49,108.1,53.88,0
2024-01-28,Product_L,North,707,21.47,15179.29,4150.48,108.1,53.88,0
2024-01-28,Product_L,South,603,21.39,12898.17,3121.52,108.1,53.88,0
2024-01-28,Product_L,East,697,21.9,15264.3,3482.52,108.1,53.88,0
2024-01-28,Product_L,West,611,21.89,13374.79,2272.2,108.1,53.88,0
2024-02-28,Product_A,North,705,24.33,17152.65,3524.03,107.58,48.31,0
2024-02-28,Product_A,South,641,25.27,16198.07,5008.72,107.58,48.31,0
2024-02-28,Product_A,East,634,25.03,15869.02,4523.03,107.58,48.31,0
2024-02-28,Product_A,West,611,25.07,15317.77,4046.64,107.58,48.31,0
2024-02-28,Product_B,North,600,28.45,17070.0,3972.38,107.58,48.31,0
2024-02-28,Product_B,South,542,29.27,15864.34,4148.91,107.58,48.31,0
2024-02-28,Product_B,East,665,29.04,19311.6,4404.71,107.58,48.31,0
2024-02-28,Product_B,West,554,29.04,16088.16,4081.69,107.58,48.31,0
2024-02-28,Product_C,North,831,20.02,16636.62,4437.43,107.58,48.31,0
2024-02-28,Product_C,South,728,20.14,14661.92,3855.82,107.58,48.31,0
2024-02-28,Product_C,East,726,19.58,14215.08,3468.83,107.58,48.31,0
2024-02-28,Product_C,West,633,20.35,12881.55,2317.68,107.58,48.31,0
2024-02-28,Product_D,North,538,35.38,19034.44,3812.03,107.58,48.31,0
2024-02-28,Product_D,South,463,36.99,17126.37,3364.0,107.58,48.31,0
2024-02-28,Product_D,East,528,36.23,19129.44,3747.37,107.58,48.31,0
2024-02-28,Product_D,West,475,36.14,17166.5,1020.76,107.58,48.31,0
2024-02-28,Product_E,North,403,44.16,17796.48,4838.67,107.58,48.31,0
2024-02-28,Product_E,South,390,43.78,17074.2,2067.63,107.58,48.31,0
2024-02-28,Product_E,East,389,43.78,17030.42,3026.0,107.58,48.31,0
2024-02-28,Product_E,West,369,44.28,16339.32,2816.16,107.58,48.31,0
2024-02-28,Product_F,North,776,16.44,12757.44,3512.82,107.58,48.31,0
2024-02-28,Product_F,South,854,16.68,14244.72,3573.97,107.58,48.31,0
2024-02-28,Product_F,East,820,16.49,13521.8,1857.76,107.58,48.31,0
2024-02-28,Product_F,West,750,17.08,12810.0,3166.0,107.58,48.31,0
2024-02-28,Product_G,North,749,22.77,17054.73,3431.17,107.58,48.31,0
2024-02-28,Product_G,South,709,23.41,16597.69,3064.99,107.58,48.31,0
2024-02-28,Product_G,East,683,22.24,15189.92,4108.48,107.58,48.31,0
2024-02-28,Product_G,West,664,23.16,15378.24,3560.01,107.58,48.31,0
2024-02-28,Product_H,North,330,49.12,16209.6,4909.78,107.58,48.31,0
2024-02-28,Product_H,South,300,51.01,15303.0,3945.14,107.58,48.31,0
2024-02-28,Product_H,East,332,50.87,16888.84,4499.32,107.58,48.31,0
2024-02-28,Product_H,West,318,49.38,15702.84,3870.05,107.58,48.31,0
2024-02-28,Product_I,North,881,14.39,12677.59,2401.78,107.58,48.31,0
2024-02-28,Product_I,South,821,14.7,12068.7,2723.84,107.58,48.31,0
2024-02-28,Product_I,East,887,14.95,13260.65,3637.68,107.58,48.31,0
2024-02-28,Product_I,West,938,14.92,13994.96,4248.34,107.58,48.31,0
2024-02-28,Product_J,North,535,33.15,17735.25,2832.38,107.58,48.31,0
2024-02-28,Product_J,South,560,32.57,18239.2,2824.0,107.58,48.31,0
2024-02-28,Product_J,East,556,31.56,17547.36,3675.9,107.58,48.31,0
2024-02-28,Product_J,West,480,32.73,15710.4,2731.35,107.58,48.31,0
2024-02-28,Product_K,North,586,28.43,16659.98,1773.12,107.58,48.31,0
2024-02-28,Product_K,South,646,28.78,18591.88,3790.01,107.58,48.31,0
2024-02-28,Product_K,East,636,27.46,17464.56,1319.84,107.58,48.31,0
2024-02-28,Product_K,West,542,27.58,14948.36,2598.78,107.58,48.31,0
2024-02-28,Product_L,North,777,21.31,16557.87,2270.61,107.58,48.31,0
2024-02-28,Product_L,South,724,21.43,15515.32,1879.51,107.58,48.31,0
2024-02-28,Product_L,East,787,22.33,17573.71,3344.11,107.58,48.31,0
2024-02-28,Product_L,West,659,22.18,14616.62,4837.86,107.58,48.31,0
2024-03-28,Product_A,North,650,25.64,16666.0,1698.99,104.9,46.69,0
2024-03-28,Product_A,South,606,25.61,15519.66,3734.49,104.9,46.69,0
2024-03-28,Product_A,East,801,24.93,19968.93,3936.92,104.9,46.69,0
2024-03-28,Product_A,West,607,25.12,15247.84,3393.88,104.9,46.69,0
2024-03-28,Product_B,North,642,29.6,19003.2,4063.56,104.9,46.69,0
2024-03-28,Product_B,South,611,29.18,17828.98,5417.88,104.9,46.69,0
2024-03-28,Product_B,East,649,29.12,18898.88,3055.77,104.9,46.69,0
2024-03-28,Product_B,West,538,29.96,16118.48,4042.1,104.9,46.69,0
2024-03-28,Product_C,North,855,19.61,16766.55,1809.32,104.9,46.69,0
2024-03-28,Product_C,South,775,19.83,15368.25,3828.13,104.9,46.69,0
2024-03-28,Product_C,East,809,20.28,16406.52,3590.74,104.9,46.69,0
2024-03-28,Product_C,West,771,19.66,15157.86,3997.29,104.9,46.69,0
2024-03-28,Product_D,North,513,37.13,19047.69,3963.4,104.9,46.69,0
2024-03-28,Product_D,South,507,36.74,18627.18,4158.57,104.9,46.69,0
2024-03-28,Product_D,East,574,37.42,21479.08,3223.68,104.9,46.69,0
2024-03-28,Product_D,West,488,36.38,17753.44,2863.14,104.9,46.69,0
2024-03-28,Product_E,North,405,44.26,17925.3,4287.41,104.9,46.69,0
2024-03-28,Product_E,South,421,44.77,18848.17,4895.38,104.9,46.69,0
2024-03-28,Product_E,East,396,42.46,16814.16,2255.27,104.9,46.69,0
2024-03-28,Product_E,West,419,44.85,18792.15,3162.53,104.9,46.69,0
2024-03-28,Product_F,North,881,16.98,14959.38,2747.84,104.9,46.69,0
2024-03-28,Product_F,South,806,16.85,13581.1,2167.43,104.9,46.69,0
